class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1228	897	1239	911	false	true	
6.16	1258	923	1280	931	false	false	
5.16	1307	901	1321	922	false	true	
5.19.2	736	916	750	929	false	false	
5.16	648	899	660	919	false	true	
6.10.1	1523	882	1665	942	false	true	NA
2.1	1186	932	1199	941	false	true	
5.19.1	1937	921	1951	940	false	true	
5.20	1692	896	1711	914	false	true	
5.20	1510	938	1520	952	false	true	
3.24	1690	915	1711	935	false	false	20
8.2.1	1691	937	1711	946	false	false	40 м
6.10.1	1553	973	1629	990	false	true	Библиотека №2 МБУК “Огбиц”
5.19.1	359	905	364	931	false	false	
