class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	533	887	542	914	false	false	
5.19.2	177	863	196	900	false	false	
5.19.2	581	861	604	899	false	true	
8.24	996	904	1024	920	false	false	
3.27	998	879	1025	904	false	false	
5.19.1	1060	881	1086	910	false	false	
2.1	1279	852	1343	918	false	false	
5.19.1	1283	930	1330	976	false	false	
5.19.2	640	882	662	906	false	true	
4.4.1	176	815	196	853	false	false	
3.27	374	846	388	875	false	false	
8.24	375	880	387	894	false	false	
1.34.3	1100	959	1113	988	false	false	
