class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1859	989	1869	1010	false	true	
4.4.1	1860	954	1873	981	false	true	
5.19.2	1681	1031	1691	1047	false	true	
3.1	1424	986	1435	1009	false	true	
5.19.1	1402	958	1426	984	false	false	
5.19.1	1432	957	1438	979	false	true	
2.4	1535	836	1596	891	false	false	
3.27	1494	845	1546	898	false	false	
4.4.1	1401	922	1426	950	false	false	
2.4	1396	888	1431	918	false	false	
8.2.4	815	921	831	974	false	true	
4.4.1	904	958	926	979	false	false	
5.19.2	905	985	924	1004	false	false	
8.24	797	977	852	1006	false	true	
5.19.2	793	941	814	970	false	true	
3.27	806	868	858	923	false	true	
4.4.2	747	841	794	889	false	false	
5.19.2	309	924	317	955	false	false	
8.24	1487	951	1529	980	false	true	
8.2.4	1502	899	1530	951	false	false	
5.19.1	1540	960	1591	1010	false	false	
4.4.1	1541	895	1590	946	false	false	
