class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.23.1	1529	944	1564	956	false	false	Москва
8.2.5	1497	944	1521	956	false	false	600 м
5.24.1	1519	958	1579	967	false	false	Ново-Ивановское
3.24	1498	958	1522	980	false	true	50
8.2.1	1497	981	1519	993	false	false	400 м
8.22.3	1297	981	1305	1009	false	false	
4.2.3	1295	968	1307	980	false	false	
8.2.1	1339	978	1352	985	false	false	400 м
3.24	1340	964	1353	976	false	false	50
4.1.1	421	944	434	957	false	false	
6.9.2	2295	42	2448	487	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	1246	945	1267	959	false	false	NA
