class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.4.1	421	868	461	891	false	false	12 т без пропуска
8.5.4	421	899	459	923	false	false	6.00 - 22.00
8.1.1	419	930	467	950	false	false	250 м
3.1	418	815	458	863	false	false	
6.9.1	1270	943	1299	958	false	false	NA
6.9.2	1282	841	1348	893	false	false	М9 Псков М3 Калуга МКАД
7.5	1447	953	1460	973	false	false	5 м
NA	1524	929	1543	960	false	false	50 м
8.1.1	1631	893	1684	920	false	false	250 м
8.5.4	1632	864	1688	890	false	false	6.00 - 22.00
8.4.1	1631	832	1688	861	false	false	12 т без пропуска
3.1	1630	778	1681	830	false	false	
2.1	1408	943	1426	962	false	false	
