class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.5.2	1217	988	1232	997	false	false	
3.27	1217	972	1232	986	false	false	
5.19.2	953	954	978	979	false	false	
5.19.1	1373	943	1400	973	false	false	
2.1	1366	894	1410	935	false	false	
5.19.1	675	980	699	1003	false	false	
3.1	678	940	698	961	false	false	
5.19.1	446	951	474	981	false	false	
5.19.2	0	969	20	999	false	true	
4.4.1	1007	941	1025	959	false	false	
5.19.2	1007	965	1027	982	false	false	
5.19.2	365	977	382	994	false	false	
5.19.1	1278	957	1296	974	false	false	
5.19.2	332	974	356	998	false	false	
5.19.1	676	969	698	978	false	true	
5.19.1	1484	968	1493	987	false	false	
4.4.1	1488	943	1495	960	false	false	
