class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1078	963	1086	980	false	false	40
1.11.1	1077	946	1086	962	false	false	
4.4.1	1342	961	1356	976	false	false	
5.20	1430	928	1452	955	false	true	
3.24	1429	958	1459	987	false	true	20
8.2.4	1452	977	1472	1017	false	false	
8.24	1445	950	1479	970	false	false	
3.27	1445	917	1477	949	false	false	
5.19.2	984	965	991	984	false	false	
4.4.1	157	787	233	861	false	false	
5.19.2	568	897	644	975	false	false	
8.2.4	839	955	863	1001	false	false	
8.24	829	930	874	954	false	false	
3.27	831	884	874	929	false	false	
4.4.1	918	950	931	968	false	false	
