class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	900	1002	914	1008	false	true	
2.1	1690	978	1715	1004	false	true	
5.19.2	1423	982	1439	998	false	false	
4.4.1	1513	998	1526	1011	false	false	
6.3.1	1422	1002	1439	1020	false	false	
5.19.1	1269	992	1282	1007	false	true	
3.1	1269	974	1282	989	false	false	
5.19.1	1693	1009	1710	1026	false	true	
5.20	1677	952	1698	972	false	false	
8.5.2	2165	925	2261	972	false	false	
3.27	2168	827	2260	921	false	false	
5.14	2168	741	2265	821	false	false	
5.19.2	1513	1015	1527	1030	false	false	
3.24	1675	973	1698	997	false	true	20
5.19.1	1137	999	1154	1016	false	false	
5.19.1	1256	1003	1272	1018	false	false	
5.16	1768	965	1795	1004	false	false	
3.27	1714	1012	1729	1026	false	true	
5.19.1	1712	995	1725	1008	false	false	
8.24	1712	1026	1727	1034	false	true	
