class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	910	982	916	998	false	false	
4.4.1	427	870	474	917	false	false	
5.19.2	700	945	750	997	false	false	
8.2.4	832	980	850	1014	false	false	
8.24	824	960	859	978	false	false	
3.27	825	923	858	957	false	false	
4.4.1	1228	983	1241	997	false	false	
8.2.4	1310	1000	1326	1029	false	false	
8.24	1304	979	1333	994	false	false	
3.27	1306	948	1331	977	false	false	
5.19.1	1897	925	1925	1007	false	false	
5.19.2	1943	971	1967	1022	false	false	
2.1	2190	651	2397	848	false	false	
5.20	1298	957	1305	978	false	true	
3.24	1295	983	1320	1006	false	true	20
4.4.1	856	969	870	987	false	true	
5.19.1	328	864	343	924	false	false	
3.2	1900	823	1929	903	false	false	
3.24	992	982	999	996	false	true	40
1.11.1	991	968	1000	979	false	false	
