class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.4.1	1393	975	1410	995	false	false	
5.20	1533	922	1571	962	false	false	
3.24	1532	963	1571	1003	false	false	20
8.2.4	1587	987	1619	1044	false	false	
1.11.1	1081	957	1093	975	false	false	
8.24	1573	950	1628	978	false	false	
4.4.1	882	961	899	988	false	false	
5.19.2	967	979	975	1002	false	false	
3.27	633	840	696	911	false	false	
8.24	628	912	697	952	false	false	
8.2.4	644	954	680	1037	false	false	
3.27	1576	897	1625	948	false	false	
3.24	1082	977	1092	997	false	false	40
