class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1304	966	1316	978	false	false	
6.3.1	1512	966	1523	977	false	false	
3.27	1653	922	1687	955	false	false	
5.19.1	1393	966	1402	978	false	false	
5.16	1685	948	1699	973	false	true	
5.16	626	935	643	963	false	false	
8.5.2	1654	955	1686	971	false	false	
5.19.1	728	841	745	912	false	false	
5.19.2	1028	904	1070	953	false	false	
4.4.1	1029	841	1077	890	false	false	
8.2.1	1816	949	1873	978	false	false	100 м
5.19.1	1955	912	2014	973	false	false	
1.23	1814	831	1871	887	false	false	
3.24	1816	893	1873	948	false	false	30
5.14	1658	896	1686	922	false	false	
5.19.2	1511	951	1522	963	false	false	
4.1.5	726	763	744	829	false	false	
2.4	720	683	746	759	false	false	
5.19.1	60	863	117	926	false	false	
3.1	58	785	119	844	false	false	
5.19.2	1589	973	1599	984	false	false	
4.4.1	1589	961	1599	970	false	false	
