class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1747	745	1841	838	false	false	
4.1.5	1747	628	1845	726	false	false	
2.4	1736	524	1852	625	false	false	
3.1	2003	823	2028	888	false	false	
5.19.1	2002	744	2034	810	false	false	
4.4.1	1430	840	1455	871	false	false	
4.1.1	1165	881	1193	910	false	false	
8.24	1223	849	1251	863	false	false	
3.27	1220	811	1251	845	false	false	
3.24	1218	778	1251	810	false	false	30
5.19.2	656	868	683	897	false	true	
5.19.2	355	747	426	823	false	false	
5.19.2	2320	855	2335	900	false	false	
1.25	1160	844	1199	878	true	false	
5.19.1	1224	872	1252	902	false	false	
