class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.4	787	964	807	984	false	true	
5.19.1	529	983	545	999	false	false	
4.1.5	529	961	546	978	false	false	
2.4	529	940	548	958	false	false	
5.19.2	127	955	151	978	false	false	
2.4	786	939	810	962	false	false	
5.19.1	241	976	253	989	false	false	
5.19.1	787	991	805	1010	false	false	
5.19.2	165	962	181	978	false	false	
5.19.2	828	1000	834	1015	false	false	
5.19.1	908	998	917	1017	false	false	
3.24	239	936	253	950	false	false	30
3.27	240	951	252	964	false	false	
4.1.1	193	976	207	990	false	false	
1.25	193	962	208	975	true	false	
5.19.1	575	969	582	983	false	false	
3.1	575	989	582	1004	false	false	
8.24	240	965	252	971	false	false	
