class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	994	911	1024	941	false	false	
5.19.2	765	908	813	955	false	false	
1.34.2	1325	974	1367	987	false	false	
5.19.1	1481	932	1510	961	false	false	
5.19.1	1652	846	1721	915	false	false	
8.13	1649	760	1724	832	false	false	
2.1	1637	657	1735	757	false	false	
1.11.2	1480	883	1517	914	false	false	
4.4.2	1917	871	1982	936	false	false	
4.4.1	1614	928	1646	961	false	true	
5.19.1	1438	959	1452	975	false	false	
5.19.2	1253	964	1266	977	false	false	
5.19.2	1282	968	1294	980	false	false	
