class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.1	1358	902	1369	939	false	false	
5.19.2	393	876	417	901	false	true	
5.19.2	349	829	393	875	false	false	
4.1.1	801	898	825	921	false	false	
1.25	798	872	828	896	true	false	
5.19.1	852	896	873	918	false	false	
4.4.1	1011	875	1030	899	false	false	
5.19.1	1177	871	1225	920	false	false	
4.1.5	1177	812	1228	862	false	false	
2.4	1172	756	1233	810	false	false	
5.19.2	2000	955	2024	968	false	true	
5.19.1	2398	894	2448	970	false	true	
5.19.1	1359	855	1372	891	false	false	
5.19.1	1997	818	2114	935	false	true	
8.24	849	876	872	888	false	false	
3.27	849	850	875	874	false	false	
4.1.4	2000	676	2122	797	false	true	
2.4	1998	541	2141	673	false	false	
5.19.2	1608	917	1614	944	false	false	
3.24	850	823	874	849	false	false	30
