class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	456	851	483	878	false	true	
5.19.2	353	788	402	839	false	false	
4.1.1	893	874	916	898	false	false	
1.25	888	844	920	871	true	false	
5.19.1	945	871	966	895	false	false	
4.4.1	1114	849	1136	873	false	false	
5.19.1	1298	831	1354	888	false	false	
4.1.5	1297	760	1359	819	false	false	
2.4	1293	694	1365	758	false	false	
3.1	1504	871	1520	913	false	false	
5.19.1	1505	815	1521	858	false	false	
5.19.2	1777	890	1784	922	false	false	
8.24	941	850	967	863	false	false	
5.19.2	2292	882	2329	944	false	false	
3.27	941	821	969	849	false	false	
3.24	942	792	967	818	false	false	30
