class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	982	872	1005	897	false	false	
1.25	974	839	1012	869	true	false	
5.19.1	1033	866	1058	894	false	false	
8.24	1032	846	1058	859	false	false	
3.27	1030	813	1059	844	false	false	
4.1.5	1428	720	1499	789	false	false	
2.4	1423	641	1507	714	false	false	
3.1	1658	851	1675	901	false	false	
3.24	1031	782	1059	811	false	false	30
5.19.1	1656	788	1679	840	false	false	
4.4.1	1217	841	1240	865	false	false	
5.19.1	1427	802	1496	872	false	false	
5.19.2	344	773	403	832	false	false	
5.19.2	1948	872	1959	908	false	false	
5.19.2	516	854	543	881	false	true	
