class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.2	700	953	706	970	false	true	
4.2.2	700	944	707	952	false	false	
4.2.3	631	945	639	953	false	false	
8.22.1	571	954	577	964	false	true	
8.22.3	632	954	638	964	false	true	
5.19.2	1193	922	1201	934	false	false	
3.24	1330	952	1335	960	false	true	20
3.1	1663	964	1676	977	false	false	
5.16	1948	905	1986	963	false	false	
1.17	1330	939	1336	950	false	true	
4.2.1	569	942	578	953	false	false	
3.1	570	930	578	941	false	false	
5.20	630	932	638	942	false	false	
5.20	699	933	706	942	false	false	
8.2.1	1330	962	1335	969	false	true	NA
