class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	0	927	10	955	false	true	
5.19.2	127	938	150	958	false	false	
4.1.1	243	956	257	969	false	false	
1.25	241	939	258	955	true	false	
5.19.1	290	955	302	969	false	false	
8.24	288	943	303	950	false	false	
3.27	287	925	304	942	false	false	
3.24	286	908	303	925	false	false	30
4.4.1	391	940	403	955	false	false	
5.19.1	563	956	583	976	false	false	
4.1.5	564	929	583	950	false	false	
2.4	558	902	588	927	false	false	
5.19.1	839	960	865	987	false	false	
4.1.4	840	926	866	951	false	false	
2.4	835	889	872	921	false	false	
5.19.1	1014	969	1025	993	false	false	
4.4.1	929	944	937	966	false	false	
5.19.2	929	971	939	994	false	false	
5.19.2	771	967	776	980	false	false	
5.19.1	636	940	645	959	false	false	
3.1	637	963	644	982	false	false	
