class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.2	241	950	247	970	false	true	
8.22.1	61	951	69	964	false	true	
5.19.2	823	901	833	917	false	false	
1.17	998	931	1008	936	false	true	
3.24	998	938	1007	949	false	true	20
3.1	1391	948	1406	963	false	false	
5.19.1	1905	956	1914	965	false	false	
5.16	2352	760	2442	896	false	false	
4.2.2	239	938	248	950	false	false	
6.4	1981	940	1992	949	false	false	
8.22.3	147	950	155	967	false	true	
4.2.3	145	939	156	949	false	false	
3.1	60	922	70	935	false	false	
4.2.1	59	936	71	950	false	false	
5.19.2	1949	967	1958	976	false	false	
4.1.5	1983	951	1990	961	false	false	
5.19.1	1785	965	1794	974	false	false	
5.19.2	1663	972	1671	981	false	false	
5.20	239	925	248	937	false	false	
5.20	144	923	155	937	false	false	
8.2.1	998	952	1006	959	false	true	NA
