class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	720	985	727	992	false	false	
2.1	786	988	793	995	false	false	
5.16	699	985	705	993	false	false	
5.19.2	692	993	697	999	false	false	
5.19.1	786	997	793	1003	false	false	
5.19.1	833	982	840	990	false	false	
3.27	972	972	982	983	false	false	
2.1	1084	946	1101	966	false	false	
3.24	1069	974	1082	989	false	false	20
5.20	1069	959	1082	973	false	false	
8.24	972	984	983	989	false	false	
3.27	1325	952	1331	964	false	false	
8.24	1325	966	1331	973	false	false	
8.24	1237	954	1264	965	false	false	
3.27	1236	925	1262	952	false	false	
