class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.34.3	1034	1013	1054	1019	false	false	
1.34.3	0	960	28	1031	false	true	
5.19.2	901	973	909	989	false	true	
5.16	925	976	936	992	false	false	
5.19.2	946	988	956	1000	false	false	
8.24	1199	940	1253	964	false	false	
3.27	1200	878	1257	935	false	false	
2.1	1076	993	1083	1000	false	false	
5.19.1	1090	998	1100	1009	false	false	
2.1	1089	984	1102	996	false	false	
5.19.1	1104	970	1119	985	false	false	
2.1	1105	931	1135	960	false	false	
8.13	1076	1001	1084	1009	false	false	
