class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1341	974	1348	985	false	false	
5.19.2	1261	978	1267	985	false	false	
4.4.1	1101	960	1108	968	false	false	
5.19.1	1116	980	1122	987	false	false	
3.1	1181	969	1187	975	false	false	
5.19.1	1481	945	1509	975	false	false	
4.4.1	1053	903	1081	932	false	false	
4.1.5	876	888	900	920	false	false	
6.4	874	849	904	883	false	false	
5.19.1	25	921	76	974	false	false	
5.19.2	810	931	853	972	false	false	
5.19.2	1226	979	1233	986	false	false	
5.19.2	1101	978	1107	984	false	false	
5.19.1	603	904	635	935	false	false	
2.1	1332	970	1337	978	false	true	
5.19.1	1332	982	1337	988	false	false	
