class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.1	1441	946	1447	953	false	false	
3.1	1442	936	1447	945	false	true	
8.22.1	1442	955	1447	965	false	true	
8.22.2	1540	954	1545	968	false	true	
4.2.2	1540	947	1546	952	false	false	
5.16	834	933	849	965	false	false	
5.16	2241	934	2264	966	false	false	
3.1	2359	955	2369	967	false	false	
5.19.2	1932	927	1940	937	false	false	
8.22.3	1488	954	1493	966	false	true	
4.2.3	1488	947	1493	953	false	false	
5.20	1540	935	1546	945	false	false	
5.20	1487	936	1493	945	false	false	
