class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1549	965	1556	971	false	false	
5.19.2	1418	973	1423	979	false	false	
2.1	1447	967	1452	974	false	false	
8.24	1680	968	1691	973	false	false	
5.19.2	1425	966	1430	975	false	false	
5.16	1503	968	1510	976	false	false	
3.27	1680	956	1690	967	false	false	
8.24	1899	947	1921	956	false	false	
3.24	1767	960	1779	973	false	false	20
3.27	1898	923	1922	946	false	false	
2.1	1781	935	1796	953	false	false	
5.20	1767	947	1780	959	false	false	
5.19.1	1504	977	1510	983	false	false	
3.27	2010	940	2015	952	false	false	
8.24	2009	953	2014	960	false	false	
