class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.1	1500	994	1516	1005	false	false	
3.27	1385	1001	1393	1010	false	false	
8.23	1502	1022	1513	1027	false	false	
8.2.4	1538	984	1549	1004	false	false	
5.31	1504	1008	1512	1021	false	false	40
5.20	1568	938	1579	964	false	true	
3.4	1569	961	1602	999	false	true	
6.3.1	1572	923	1605	960	false	true	
8.22.3	1258	948	1277	1014	false	false	
4.2.3	1255	918	1281	944	false	false	
5.20	1143	1014	1152	1022	false	false	
4.2.1	1143	1004	1152	1012	false	false	
8.22.1	1023	946	1041	1010	false	false	
4.2.1	1022	916	1047	941	false	false	
3.27	1533	951	1555	972	false	false	
8.24	1534	974	1554	983	false	false	
4.1.6	1499	1006	1503	1012	false	true	
2.5	1567	974	1576	996	false	true	
