class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.1	1202	1010	1209	1017	false	false	
8.22.1	1110	968	1123	1015	false	false	
4.2.1	1109	947	1126	965	false	false	
5.20	1202	1018	1209	1025	false	false	
4.2.3	1279	945	1297	964	false	false	
6.4	1324	1005	1330	1012	false	true	
8.22.3	1281	967	1295	1016	false	false	
8.22.1	480	933	540	1144	false	false	
4.2.1	462	839	548	926	false	false	
3.1	458	746	548	834	false	false	
8.24	1455	889	1527	924	false	false	
3.27	1456	809	1529	884	false	false	
5.5	1457	730	1530	807	false	false	
