class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	210	964	224	970	false	false	
5.19.1	747	979	768	999	false	false	
4.1.4	748	950	768	970	false	false	
2.4	744	920	775	946	false	false	
5.19.1	490	975	507	992	false	false	
2.4	487	929	511	949	false	false	
4.1.5	490	952	507	968	false	false	
4.4.1	303	961	314	974	false	false	
5.19.2	28	954	54	977	false	false	
5.19.1	213	975	224	987	false	false	
5.19.2	103	962	122	978	false	false	
4.1.1	165	976	177	989	false	false	
1.25	163	960	180	975	true	false	
3.27	210	947	224	962	false	false	
3.24	210	933	224	946	false	false	30
5.19.1	546	960	554	977	false	false	
3.1	547	980	553	998	false	false	
5.19.2	658	982	663	994	false	false	
4.4.1	809	963	816	982	false	false	
5.19.2	809	985	818	1005	false	false	
5.19.1	888	984	897	1004	false	false	
