class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.3	1078	951	1084	958	false	false	
3.1	1928	949	1938	961	false	false	
8.22.3	1079	959	1083	971	false	true	
8.22.2	1132	958	1137	973	false	true	
4.2.2	1131	951	1138	957	false	false	
5.16	324	944	342	979	false	false	
5.16	1853	926	1876	959	false	false	
5.19.2	1524	926	1531	936	false	false	
3.24	1653	945	1660	953	false	false	20
1.17	1653	934	1661	943	false	false	
5.20	1131	940	1137	949	false	false	
5.20	1078	941	1083	950	false	false	
8.2.1	1653	955	1660	959	false	true	NA
