class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.6	1324	892	1353	920	false	false	
8.23	1431	976	1480	1000	false	false	
5.31	1435	904	1476	970	false	false	40
5.15.1	1423	845	1489	897	false	false	
3.27	1010	939	1029	960	false	false	
5.20	438	984	456	1003	false	false	
8.24	1301	926	1322	938	false	true	
4.2.1	437	963	455	981	false	false	
3.1	111	990	128	1010	false	true	
6.4	756	943	775	961	false	false	
3.27	1303	898	1323	923	false	true	
4.1.6	1323	924	1352	953	false	false	
8.2.3	1309	939	1322	965	false	true	
8.8	757	963	776	973	false	false	
5.19.1	247	953	252	971	false	false	
