class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.2	453	947	461	956	false	false	
8.22.2	454	958	460	974	false	true	
8.22.1	305	957	312	969	false	true	
5.19.2	987	917	996	931	false	false	
1.17	1137	935	1144	948	false	true	
3.24	1137	950	1143	960	false	true	20
3.1	1495	960	1508	973	false	false	
5.16	1964	866	2017	945	false	true	
8.22.3	376	958	383	969	false	true	
4.2.3	374	947	384	956	false	false	
4.2.1	303	944	314	956	false	false	
3.1	303	932	313	943	false	false	
6.4	2065	953	2076	962	false	false	
5.19.1	1995	968	2002	976	false	true	
5.20	453	934	461	946	false	false	
5.20	373	933	383	946	false	false	
8.2.1	1137	961	1143	968	false	true	NA
