class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.4	1590	821	1654	884	false	true	
8.3.2	1592	889	1657	920	false	true	
3.27	1528	653	1623	748	false	false	
4.1.1	1528	552	1625	646	false	false	
3.1	1251	919	1268	935	false	false	
4.2.1	1251	902	1268	918	false	false	
8.24	1527	753	1621	802	false	false	
8.22.3	1426	930	1439	969	false	false	
4.2.3	1424	913	1440	928	false	false	
5.19.1	775	910	787	921	false	false	
8.8	1593	926	1657	956	false	true	
3.27	1526	908	1552	935	false	true	
8.24	1526	936	1551	950	false	true	
