class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.23	1280	981	1302	991	false	false	
5.31	1281	949	1300	979	false	false	40
5.15.1	1276	924	1305	946	false	false	
8.2.4	1958	710	2023	847	false	false	
8.24	1922	624	2056	688	false	false	
3.27	1917	468	2063	613	false	false	
3.27	1057	955	1070	967	false	false	
6.4	887	960	899	972	false	false	
5.20	671	990	681	1003	false	false	
4.2.1	670	976	683	988	false	false	
3.27	1245	930	1253	946	false	true	
8.24	1246	948	1253	955	false	true	
4.1.6	1253	949	1269	965	false	false	
5.6	1253	932	1269	948	false	false	
8.8	887	973	899	979	false	false	
5.19.1	271	973	277	983	false	true	
