class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	278	821	378	944	false	false	
3.27	2350	879	2370	898	false	false	
8.24	2348	901	2371	911	false	false	
2.1	2250	891	2263	905	false	false	
5.20	2235	901	2249	913	false	false	
3.24	2235	916	2247	927	false	false	20
5.19.2	1913	925	1919	932	false	true	
5.16	1892	925	1898	933	false	false	
5.19.2	1885	932	1890	937	false	false	
5.19.1	2020	922	2027	928	false	false	
2.1	1975	927	1981	933	false	false	
3.27	2149	912	2159	922	false	false	
8.24	2149	923	2159	928	false	false	
5.19.1	1975	934	1981	940	false	false	
