class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	780	969	789	978	false	false	
8.24	909	969	926	977	false	false	
3.27	911	952	927	968	false	false	
5.19.1	742	986	748	993	false	false	
2.1	741	977	749	985	false	false	
3.27	1397	921	1406	940	false	false	
3.27	1298	813	1363	878	false	false	
8.24	1305	882	1365	909	false	false	
5.20	1023	929	1044	950	false	false	
3.24	1023	952	1045	975	false	false	20
2.1	805	951	820	967	false	false	
2.1	1044	910	1073	938	false	false	
8.24	1398	941	1406	951	false	false	
5.19.2	646	973	650	983	false	true	
2.1	700	982	705	987	false	false	
8.13	700	988	705	994	false	false	
5.19.1	1121	935	1123	954	false	false	
