class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.2	1416	985	1431	1021	false	true	
3.27	1423	907	1450	937	false	false	
8.24	1277	948	1316	968	false	false	
8.22.3	1094	950	1111	1000	false	false	
4.2.3	1091	928	1111	948	false	false	
3.27	1280	903	1316	946	false	false	
4.2.1	868	916	889	937	false	false	
5.19.1	259	936	277	950	false	false	
8.24	1424	938	1450	952	false	false	
3.1	868	939	889	959	false	false	
2.1	1957	913	1979	934	false	true	
8.13	1960	935	1977	951	false	true	
3.27	1961	951	1978	966	false	false	
8.24	1960	966	1978	975	false	false	
