class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.1	1553	953	1611	979	false	false	60 м
8.24	1552	920	1611	950	false	false	
5.19.1	1249	978	1258	987	false	false	
2.1	1247	962	1260	977	false	false	
5.19.1	1195	977	1203	986	false	false	
5.19.1	1201	963	1213	975	false	false	
6.4	241	879	267	905	false	false	
2.4	1201	947	1215	961	false	false	
5.19.2	953	945	961	958	false	false	
8.17	240	923	269	937	false	false	
3.27	1552	863	1608	918	false	false	
3.27	1979	895	2005	906	false	true	
5.16	2342	879	2374	925	false	false	
8.6.5	241	907	269	921	false	false	
4.4.1	1318	967	1326	976	false	false	
5.19.1	1357	968	1364	979	false	false	
