class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	899	510	996	596	false	false	
5.19.2	1239	698	1261	757	false	false	
5.19.1	911	707	990	786	false	false	
5.19.1	619	806	647	836	false	false	
3.27	615	749	646	780	false	false	
3.24	612	713	646	747	false	false	30
4.1.1	571	814	599	842	false	false	
5.19.2	2327	736	2389	826	false	false	
4.4.1	2333	628	2389	719	false	false	
5.19.2	1592	795	1605	836	false	false	
4.1.5	909	605	989	684	false	false	
5.19.2	30	801	58	831	false	true	
1.25	563	777	603	812	true	false	
3.1	1241	768	1258	828	false	false	
4.4.1	824	774	852	807	false	false	
8.24	615	782	648	798	false	false	
