class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	2076	909	2102	920	false	true	
8.2.1	1679	965	1756	1002	false	false	60 м
8.24	1679	925	1754	960	false	false	
3.27	1676	845	1753	921	false	false	
4.4.1	1328	990	1336	999	false	false	
5.19.1	1368	992	1376	1002	false	false	
5.19.2	941	965	949	979	false	false	
8.17	115	934	148	952	false	false	
5.19.1	1256	1001	1266	1011	false	false	
8.6.5	115	917	146	933	false	false	
6.4	116	886	144	915	false	false	
2.1	1254	984	1268	1000	false	false	
5.19.1	1200	1000	1208	1009	false	false	
5.19.1	1206	985	1218	997	false	false	
2.4	1205	969	1220	983	false	false	
