class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1709	901	1723	919	false	false	
5.19.2	1512	909	1516	933	false	false	
5.5	1238	920	1250	932	false	false	
5.7.1	1704	889	1728	898	false	false	
3.27	1238	936	1251	950	false	false	
3.32	1708	922	1723	939	false	false	
2.1	1248	887	1278	919	false	false	
4.1.1	1251	922	1273	945	false	false	
4.1.2	1409	618	1486	695	false	false	
3.9	1237	953	1250	964	false	false	
6.10.1	1377	412	1607	530	false	false	ИВАНА ФРАНКО улица Префектура ЗАО г. Москвы 0.5
6.9.1	1078	719	1257	809	false	false	NA
3.1	289	909	309	933	false	false	
6.10.1	1234	888	1272	908	false	true	КАСТАНАЕВСКАЯ улица МИНСКАЯ улица 2.5
8.4.1	1412	711	1490	748	false	false	
5.19.1	256	948	263	972	false	false	
