class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1377	917	1398	925	false	false	
5.5	1377	872	1396	892	false	false	
5.19.1	1447	879	1472	902	false	false	
5.19.2	1413	250	1488	325	false	false	
5.19.2	746	612	816	682	false	false	
8.24	969	918	992	929	false	false	
5.19.2	969	863	991	885	false	false	
5.19.1	2284	326	2300	388	false	false	
3.27	1377	893	1397	914	false	false	
7.3	1315	903	1330	926	false	false	
5.19.1	1214	650	1240	676	false	false	
3.27	970	893	992	917	false	false	
5.5	1330	924	1346	943	false	false	
8.5.2	1331	944	1346	951	false	false	
7.7	1316	929	1329	952	false	true	
6.4	1305	935	1309	948	false	true	
8.3.1	1306	949	1309	956	false	true	
2.5	953	956	961	969	false	false	
3.1	18	612	32	645	false	false	
