class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	781	855	789	865	false	false	
4.1.1	1042	854	1053	865	false	false	
4.1.2	1940	629	1958	682	false	false	
2.4	1932	562	1958	621	false	false	
5.19.1	919	541	1002	632	false	false	
4.1.1	918	441	1001	525	false	false	
2.1	907	318	1020	435	false	false	
6.16	1020	766	1166	812	false	false	
5.19.2	915	643	954	675	false	true	
8.24	691	852	727	870	false	false	
2.1	563	823	576	840	false	true	
3.28	1159	863	1170	873	false	false	
5.19.1	483	837	492	848	false	false	
4.1.4	431	769	445	783	false	false	
3.27	690	814	727	850	false	false	
5.19.1	591	848	600	861	false	true	
4.1.4	567	843	577	857	false	true	
5.19.2	484	822	490	832	false	false	
2.1	778	837	791	853	false	true	
6.8.1	1116	869	1126	881	false	false	
5.19.1	1941	696	1958	752	false	false	
4.1.1	230	784	241	795	false	false	
2.1	81	833	94	845	false	false	
5.19.2	67	848	79	860	false	true	
