class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.5	1007	996	1016	1007	false	false	
5.19.1	2196	762	2255	819	false	false	
8.24	1034	964	1053	974	false	false	
4.2.2	1638	997	1649	1008	false	false	
2.1	2189	675	2268	751	false	false	
5.19.1	2073	864	2085	908	false	false	
7.3	1333	948	1347	969	false	true	
8.24	1385	961	1402	969	false	true	
5.5	1384	924	1400	940	false	false	
3.27	1385	942	1402	959	false	false	
5.19.1	1438	931	1459	951	false	false	
5.5	1265	973	1274	982	false	false	
5.19.1	1675	323	1737	383	false	false	
5.19.1	1241	740	1262	762	false	false	
5.19.2	1365	541	1414	590	false	false	
3.27	1033	942	1054	962	false	false	
5.19.2	1034	918	1052	937	false	false	
5.19.2	931	778	975	822	false	false	
8.1.1	334	831	423	875	false	false	25 м
1.22	325	729	430	822	false	false	
1.34.2	276	926	339	979	false	false	
5.19.1	2005	546	2013	590	false	false	
3.1	190	696	200	724	false	false	
3.1	246	714	256	740	false	false	
3.1	304	730	313	754	false	false	
