class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1647	0	1803	151	false	true	
5.19.1	1645	182	1799	357	false	false	
6.8.1	1663	904	1676	913	false	true	
2.1	1300	867	1316	886	false	true	
4.1.4	1303	888	1313	898	false	false	
3.27	1209	816	1253	861	false	false	
5.19.1	1109	879	1118	892	false	true	
4.1.1	1083	873	1093	887	false	true	
5.19.2	1004	854	1010	864	false	false	
5.19.1	1004	869	1012	880	false	false	
4.1.4	947	797	960	811	false	false	
2.1	626	868	632	879	false	true	
5.19.2	601	880	613	886	false	true	
8.24	1211	864	1254	884	false	false	
5.19.2	1554	449	1613	557	false	false	
6.16	1952	540	2282	648	false	false	
2.1	1080	852	1099	870	false	true	
4.1.1	758	817	768	829	false	false	
2.4	1472	872	1482	881	false	false	
