class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.8.1	940	863	951	874	false	false	
5.19.1	1670	739	1686	787	false	false	
4.1.2	1668	680	1684	727	false	false	
2.4	1663	625	1686	676	false	false	
5.19.1	824	617	889	688	false	false	
4.1.1	824	535	889	603	false	false	
2.1	814	435	906	531	false	false	
6.16	912	805	1025	841	false	false	
5.19.2	799	656	833	712	false	true	
8.24	561	850	594	865	false	false	
2.1	395	812	409	828	false	true	
4.1.4	264	757	277	770	false	false	
3.27	560	815	594	848	false	false	
5.19.1	421	836	430	848	false	false	
4.1.4	398	830	408	844	false	true	
3.24	2234	771	2282	848	false	false	40
5.19.1	308	823	316	832	false	false	
4.1.1	50	767	58	776	false	false	
3.28	982	857	993	867	false	false	
4.1.1	867	848	878	859	false	false	
2.1	604	832	617	841	false	true	
