class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.5	1246	905	1260	921	false	false	
3.27	1245	926	1260	940	false	false	
3.9	1246	944	1258	957	false	false	
4.1.1	1268	902	1294	930	false	false	
6.10.1	1241	871	1268	894	false	true	КАСТАНАЕВСКАЯ улица МИНСКАЯ улица 2.5
2.1	1264	858	1300	898	false	false	
8.4.1	1812	217	2027	325	false	false	
4.1.2	1799	0	2018	175	false	true	
5.19.2	1595	884	1602	916	false	false	
3.32	1801	905	1819	928	false	false	
2.4	1799	881	1821	903	false	false	
5.7.1	1797	868	1823	879	false	false	
3.1	59	883	84	913	false	false	
6.9.1	1056	659	1272	768	false	false	NA
5.19.1	11	931	24	963	false	false	
