class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	2004	527	2042	689	false	false	
4.1.2	1215	933	1228	948	false	false	
3.9	1246	938	1264	955	false	false	
3.27	1244	913	1266	934	false	false	
5.5	1247	887	1266	907	false	false	
4.1.1	1314	839	1364	891	false	false	
5.19.2	1982	792	2009	859	false	false	
3.32	2111	875	2136	906	false	false	
2.1	1303	758	1377	830	false	false	
2.4	2110	837	2138	871	false	false	
5.7.1	2106	815	2142	831	false	false	
6.10.1	1242	842	1298	869	false	true	КАСТАНАЕВСКАЯ улица МИНСКАЯ улица 2.5
6.9.1	945	446	1312	626	false	false	NA
1.22	1209	968	1218	979	false	false	
5.19.1	375	955	380	975	false	false	
