class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	770	862	781	872	false	false	
6.8.1	843	877	855	889	false	false	
5.19.1	1603	731	1619	782	false	false	
4.1.2	1600	669	1617	718	false	false	
2.4	1595	610	1618	665	false	false	
5.19.1	670	591	744	672	false	false	
4.1.1	671	498	744	575	false	false	
2.1	659	388	762	492	false	false	
6.16	765	797	894	839	false	false	
5.19.2	659	682	696	705	false	true	
8.24	427	863	462	879	false	false	
2.1	278	827	291	845	false	true	
3.28	886	870	898	881	false	false	
5.19.1	191	840	200	850	false	false	
3.24	2246	749	2302	835	false	false	40
4.1.4	139	771	153	785	false	false	
3.27	426	824	462	860	false	false	
5.19.1	307	853	312	865	false	true	
4.1.4	282	847	293	860	false	true	
5.19.2	191	824	198	835	false	false	
2.1	500	843	513	858	false	true	
4.1.1	502	860	512	870	false	false	
