class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	593	850	605	857	false	true	
2.1	1269	837	1281	852	false	true	
4.1.4	1271	856	1280	866	false	false	
4.1.1	1537	853	1549	866	false	false	
6.8.1	1615	869	1627	881	false	false	
3.28	1661	860	1673	872	false	false	
5.19.1	1083	849	1092	860	false	true	
4.1.1	1059	842	1068	856	false	true	
2.1	1055	823	1073	841	false	true	
5.19.1	981	839	988	848	false	false	
5.19.2	981	824	986	834	false	false	
4.1.4	928	771	941	785	false	false	
4.1.1	743	790	752	799	false	false	
8.24	1179	845	1216	863	false	false	
3.27	1178	803	1216	844	false	false	
2.1	1441	149	1586	294	false	false	
4.1.1	1457	302	1561	410	false	false	
2.1	611	837	622	848	false	false	
5.19.1	1456	432	1558	544	false	false	
5.19.2	1437	558	1482	624	false	true	
6.16	1598	701	1791	762	false	false	
