class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	1234	895	1258	923	false	false	
4.1.1	1236	925	1255	944	false	false	
4.1.2	1317	757	1363	803	false	false	
3.9	1228	949	1239	960	false	false	
6.10.1	1298	636	1380	704	false	true	ИВАНА ФРАНКО улица Префектура ЗАО г. Москвы 0.5
6.9.1	1089	751	1242	828	false	false	NA
3.1	439	916	456	937	false	false	
5.19.2	95	950	118	973	false	false	
6.10.1	1225	892	1260	910	false	true	КАСТАНАЕВСКАЯ улица МИНСКАЯ улица 2.5
8.4.1	1320	814	1366	836	false	false	
3.32	1635	923	1649	938	false	false	
2.4	1636	905	1649	920	false	false	
5.7.1	1632	896	1652	904	false	false	
5.19.2	1451	917	1456	936	false	false	
3.27	1228	935	1240	948	false	true	
5.5	1227	920	1237	932	false	true	
