class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.8.1	2289	859	2314	883	false	false	
3.28	2359	846	2385	871	false	true	
5.19.1	1249	826	1264	851	false	true	
2.1	1196	760	1234	797	false	true	
4.1.1	1202	802	1223	829	false	true	
5.19.1	1074	837	1087	854	false	false	
4.1.4	931	641	958	669	false	false	
5.19.2	1074	813	1084	829	false	false	
4.1.1	682	754	697	770	false	false	
2.1	531	851	550	869	false	false	
4.1.1	2073	844	2090	851	false	true	
2.1	1541	840	1555	856	false	true	
5.19.2	365	839	386	861	false	true	
3.27	864	869	878	888	false	false	
8.24	864	889	879	897	false	false	
3.27	300	894	312	907	false	false	
8.24	301	908	314	914	false	false	
6.16	534	919	553	926	false	false	
