class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1615	855	1625	863	false	false	
5.19.1	1221	859	1230	874	false	true	
3.27	1368	720	1434	786	false	false	
6.8.1	1844	881	1860	895	false	false	
2.1	1430	854	1445	869	false	false	
4.1.1	1747	866	1760	877	false	false	
2.1	713	856	718	864	false	true	
4.1.1	841	799	851	808	false	false	
4.1.4	1039	767	1054	782	false	false	
5.19.1	1107	853	1114	864	false	false	
5.19.2	1106	836	1113	847	false	false	
4.1.1	1191	852	1202	868	false	true	
2.1	1187	829	1209	849	false	true	
8.24	1370	790	1435	820	false	false	
4.1.4	1432	870	1443	880	false	true	
3.28	1898	871	1911	885	false	false	
