class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.2	1636	996	1646	1007	false	false	
5.19.1	2152	774	2208	828	false	false	
2.1	2146	692	2220	764	false	false	
5.5	1267	971	1276	980	false	false	
3.27	1384	941	1401	958	false	false	
5.5	1384	922	1399	940	false	false	
5.19.1	1437	931	1457	950	false	false	
5.19.1	1656	352	1715	410	false	false	
5.19.1	1244	743	1264	764	false	false	
5.19.2	1361	557	1408	604	false	false	
3.27	1039	942	1058	961	false	false	
5.19.2	1039	917	1058	937	false	false	
5.19.2	944	783	987	826	false	false	
8.1.1	400	840	482	880	false	false	25 м
1.22	393	745	489	831	false	false	
7.3	1334	946	1347	968	false	true	
1.34.2	342	928	400	976	false	false	
8.24	1384	960	1401	968	false	true	
5.19.1	2042	868	2054	904	false	true	
5.15.1	209	965	225	987	false	true	
8.24	1039	963	1058	972	false	false	
2.5	1011	993	1019	1004	false	false	
5.19.1	1983	562	1990	601	false	false	
3.1	221	700	230	728	false	false	
3.1	274	718	283	743	false	false	
3.1	329	734	338	757	false	false	
