class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.16	316	970	352	980	false	false	
2.4	2415	896	2439	922	false	true	
8.24	89	953	107	960	false	false	
3.27	88	933	106	951	false	false	
4.1.1	2116	898	2150	930	false	true	
2.1	2108	848	2155	895	false	true	
3.27	771	877	798	910	false	false	
8.24	768	914	799	930	false	false	
5.19.2	1185	769	1204	804	false	false	
2.1	320	860	351	890	false	false	
4.1.1	1667	309	1810	451	false	true	
2.1	1636	93	1836	289	false	false	
5.19.1	1182	817	1210	853	false	false	
4.1.1	383	627	419	662	false	false	
