class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1641	882	1659	901	false	false	
8.24	801	918	820	929	false	false	
3.27	800	894	818	915	false	false	
2.1	1635	850	1664	879	false	false	
5.19.1	1285	817	1306	851	false	false	
4.1.1	1222	771	1252	810	false	true	
5.19.1	1060	851	1077	872	false	false	
4.1.4	877	583	912	620	false	false	
4.1.1	567	751	588	772	false	false	
2.1	427	880	448	903	false	false	
5.19.2	132	853	143	881	false	true	
2.1	1212	710	1267	765	false	true	
5.19.2	1060	821	1072	842	false	false	
3.27	185	939	198	952	false	false	
8.24	186	953	200	960	false	false	
2.1	3	934	19	949	false	false	
2.4	1899	864	1918	884	false	true	
6.16	426	962	451	969	false	false	
