class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	2079	706	2149	774	false	false	
5.19.1	1622	386	1677	441	false	false	
5.19.1	1423	926	1443	946	false	false	
3.27	1372	936	1390	952	false	false	
7.7	1324	964	1334	985	false	true	
5.14	1334	960	1350	976	false	false	
8.5.2	1335	977	1349	984	false	false	
6.4	1307	967	1319	980	false	false	
8.3.1	1307	981	1320	988	false	false	
5.5	1258	964	1267	973	false	false	
5.5	1372	918	1387	934	false	false	
5.19.1	1235	742	1256	763	false	false	
5.19.2	1035	911	1054	930	false	false	
3.27	1034	935	1053	951	false	true	
2.5	1006	986	1013	997	false	false	
1.22	457	758	543	836	false	false	
8.1.1	465	844	538	880	false	false	25 м
5.15.1	225	957	247	978	false	false	
5.19.2	1346	573	1391	618	false	false	
5.19.1	1992	871	2003	910	false	false	
8.24	1372	955	1389	963	false	false	
7.3	1324	941	1336	962	false	true	
5.19.2	949	786	991	827	false	false	
1.34.2	406	924	459	967	false	false	
5.19.1	2086	784	2137	835	false	false	
5.19.1	1942	577	1949	614	false	false	
3.1	248	700	256	727	false	false	
3.1	297	716	305	741	false	false	
3.1	349	731	356	755	false	false	
