class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	1462	125	1611	276	false	false	
4.1.1	1478	285	1586	398	false	false	
5.19.1	1478	420	1583	537	false	false	
5.19.2	1453	542	1500	624	false	true	
6.16	1629	696	1831	759	false	false	
4.1.1	1551	861	1561	873	false	false	
2.1	1278	845	1294	861	false	true	
4.1.4	1282	862	1290	873	false	false	
2.1	1065	831	1084	849	false	true	
5.19.1	1094	857	1102	869	false	true	
5.19.2	991	832	996	842	false	false	
4.1.1	1070	852	1079	864	false	true	
4.1.4	938	779	951	791	false	false	
4.1.1	753	798	763	807	false	false	
5.19.2	602	859	615	866	false	true	
2.1	621	846	632	857	false	false	
3.28	1675	867	1687	880	false	false	
6.8.1	1628	876	1640	888	false	false	
3.27	1188	810	1228	851	false	false	
8.24	1190	852	1227	870	false	false	
5.19.1	991	847	998	857	false	false	
