class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	819	1016	829	1030	false	true	
5.15.1	1463	973	1496	992	false	false	
6.10.1	1360	968	1419	997	false	true	NA
5.19.1	1358	1017	1364	1025	false	true	
5.19.1	1294	967	1302	976	false	false	
3.24	1789	906	1836	952	false	false	60
8.23	1791	956	1836	978	false	false	
5.16	1652	953	1672	983	false	false	
5.19.1	1742	802	1782	844	false	false	
5.19.2	469	728	505	764	false	false	
5.19.2	211	866	247	901	false	false	
8.23	5	1014	46	1034	false	false	
3.24	4	969	44	1011	false	false	60
5.19.2	1075	974	1084	983	false	false	
5.19.1	1438	665	1480	707	false	false	
2.1	1361	1015	1372	1028	false	false	
6.10.1	1371	1014	1393	1027	false	true	усадьба “Назарьево” “Nazarevo” estate
