class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.4	1979	719	2049	793	false	false	
6.10.1	1548	969	1644	1003	false	true	NA
1.8	1470	957	1496	982	false	false	
2.1	1495	940	1525	973	false	false	
3.24	1488	964	1497	975	false	true	50
5.19.1	1425	944	1437	958	false	false	
5.19.1	1328	904	1340	918	false	false	
5.19.2	1043	913	1055	924	false	false	
5.19.2	956	952	967	965	false	false	
5.16	270	959	298	994	false	true	
5.15.1	1483	914	1531	937	false	false	
6.16	1415	1005	1434	1012	false	false	
6.10.1	1549	1006	1574	1018	false	true	ГОРОДОК-7
