class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.5	608	950	616	960	false	false	
2.4	2297	907	2322	937	false	false	
8.23	1684	934	1717	949	false	true	
6.7	948	938	959	951	false	false	
4.1.4	1634	916	1660	942	false	false	
2.1	1629	874	1666	913	false	false	
6.10.1	1792	797	1957	834	false	true	Трубачеевка
6.10.1	1762	841	1983	895	false	true	ул. Северная А100 Москва
2.1	1741	852	1751	884	false	false	
5.16	1053	932	1060	941	false	true	
8.13	1743	885	1751	911	false	false	
5.19.1	425	902	431	919	false	false	
5.15.1	1172	927	1184	934	false	false	
6.10.1	1116	928	1139	939	false	true	NA
