class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.1	1467	971	1477	997	false	false	
5.15.2	1479	894	1490	903	false	false	
5.15.2	1529	659	1561	690	false	false	
5.15.2	1322	668	1353	699	false	false	
5.15.2	1106	672	1136	703	false	false	
5.19.2	2223	821	2253	938	false	false	
4.2.1	1467	958	1477	968	false	false	
3.1	1455	959	1465	969	false	false	
5.19.2	1035	956	1041	972	false	false	
5.15.2	1630	887	1640	897	false	false	
5.15.2	1551	892	1561	902	false	false	
4.2.1	1458	1005	1470	1017	false	false	
3.1	1407	988	1415	997	false	false	
4.2.3	1661	970	1669	979	false	false	
8.22.3	1661	980	1669	993	false	true	
