class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.1	1128	937	1154	948	false	true	NA
5.15.1	1193	934	1206	942	false	false	
2.4	1920	880	1938	912	false	false	
4.1.2	1920	917	1938	946	false	false	
5.19.1	35	873	48	899	false	false	
6.7	1644	930	1659	944	false	false	
8.13	2220	816	2237	849	false	true	
5.5	470	957	479	968	false	false	
6.7	895	943	908	956	false	false	
4.1.4	2180	842	2241	903	false	false	
2.1	2165	747	2250	832	false	false	
5.16	1047	937	1055	949	false	true	
2.2	1919	837	1939	877	false	false	
