class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.3	1544	979	1552	995	false	true	
4.2.3	1543	969	1552	979	false	false	
3.1	1275	995	1285	1004	false	false	
5.15.2	1170	581	1212	622	false	false	
5.15.2	1437	564	1478	607	false	false	
5.15.2	890	592	931	631	false	false	
5.15.2	1432	884	1444	896	false	false	
5.15.2	1517	877	1529	888	false	false	
5.15.2	1354	889	1365	900	false	false	
8.22.1	1343	973	1352	1002	false	false	
3.1	1328	961	1339	973	false	false	
5.19.2	863	968	869	987	false	false	
4.2.1	1341	961	1351	971	false	false	
6.6	1062	1006	1069	1014	false	false	
3.1	1615	961	1623	975	false	false	
