class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1297	907	1306	916	false	false	
2.1	1364	956	1374	967	false	false	
5.15.1	1466	912	1501	929	false	false	
6.10.1	1363	908	1423	937	false	true	NA
5.16	1654	892	1674	922	false	false	
8.23	1790	895	1835	918	false	false	
3.24	1788	845	1836	893	false	false	60
5.19.1	1440	606	1482	648	false	false	
5.19.1	1740	743	1784	785	false	false	
5.19.2	475	671	512	708	false	false	
5.19.2	219	809	255	844	false	false	
8.23	18	955	59	978	false	false	
3.24	15	909	57	953	false	false	60
5.16	822	955	832	971	false	true	
5.19.2	1019	970	1027	978	false	false	
5.19.2	1078	914	1086	922	false	false	
6.10.1	1374	956	1395	967	false	true	усадьба “Назарьево” “Nazarevo” estate
